Identifier,District,PlannedDuration,Budget,EstimatedCost,ActualCost,ActualDuration,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
X004,9,143,418701,418701,7514,156,-0.37463942803246425,-0.006359174829070708,-0.02252514687210193,-0.0011453786381627725,0.0093662765156709,0.0059098144691983445,0.002616807912783128,-0.008240892538171236,0.003497453574029832,-0.004829214128983928
M475,2,246,180483,378860,378860,384,0.36856785828570554,0.019715073588213387,0.00014180335734236853,-0.004452232034453057,0.000589377774428576,0.008903815223759425,-0.0037022302886870633,-0.0011507589269994529,-0.0021498399700839318,0.0030742016094307168
M009,3,159,354838,368432,349509,138,0.4058904520291914,0.02798713357942621,-0.007657566811127558,0.02179930356334085,0.0051691572084862315,-0.00021560520033079016,-0.0034708295046155906,0.001553049436869182,0.0010957250299219452,0.0029118102957604976
Q415,26,182,54621,143369,143369,177,-0.25393317186142267,0.005700283744943184,-0.010987455390189693,-0.008901518617075615,0.005241155944600678,-0.000804678083279949,8.073690798339163e-05,0.005138364903410769,0.003352347257784143,-0.0031020512244427246
Q450,30,181,42790,66783,66658,208,-0.25393317186142267,0.005700283744943184,-0.010987455390189693,-0.008901518617075615,0.005241155944600678,-0.000804678083279949,8.073690798339163e-05,0.005138364903410769,0.003352347257784143,-0.0031020512244427246
Q686,28,166,51663,100560,14773,177,-0.5296610550490815,-0.005861934348601012,-0.018536008821666568,0.002825982569991304,0.004254940531279894,0.0014950292361116113,-0.005101947349502991,-0.0046607190325385125,0.0034673295729322393,-0.005185430485071649
Q063,27,150,99350,355083,309466,371,0.21153087819567534,0.009062650296021421,0.007193067734624497,-0.007833948212162345,0.00554563403108332,0.0034111936563600374,0.0031899531565237325,0.007541929345824131,-0.005062215935861709,0.008357326577828565
Q885,30,189,372050,294846,280325,370,0.4955669248965775,0.01730296775235096,0.007143611288896006,-0.01655474409263555,-0.0007114204562960887,0.005753255089282749,-0.001064959540881089,0.0039618415435943456,-0.002453973913639798,0.006098175247951493
Q226,27,155,357504,271894,192383,290,0.16990855583932893,-0.003939552118479721,0.007289032487643078,-0.005764142452936371,0.00027812361338131505,-0.0023482829124900706,0.006928665794072352,0.012086468590956443,-0.006069726266002494,0.016264445140186736
K399,17,154,465818,465149,360254,159,-0.07239774586160388,-0.016252695485312198,-0.001860835314721556,0.0036108828638252944,0.007404924515203892,0.003179830690837333,0.0013419304129702746,0.0004282001024488138,0.0005846432311551462,-0.0014541663793137523
K480,32,148,94963,94963,1529,154,0.30350122658734713,0.005941095072474581,-0.0014870225069664937,-0.01029402242075206,-0.0005701979583359099,0.004773170468748294,0.0029960103775825897,-0.0011211280212429634,7.483589343554206e-05,-0.00046553340971551034
Q226,27,183,184005,190368,176694,58,0.3519607498952692,0.01884873056050952,-0.006313000108049786,-0.0047811291457926074,-0.005150739879185739,0.003408893536204297,0.01070889032721008,0.013569099136190003,-0.0037553366343746498,-0.013495079090144788
M465,6,186,286200,464585,439569,343,0.3519607498952692,0.01884873056050952,-0.006313000108049786,-0.0047811291457926074,-0.005150739879185739,0.003408893536204297,0.01070889032721008,0.013569099136190003,-0.0037553366343746498,-0.013495079090144788
K324,16,159,107550,137975,115787,156,0.6576416420278948,0.022260131873502252,0.0006021376242437835,-0.013077766670493943,-0.009300301067813167,0.001031690776133488,0.01176923875499952,0.005467026458535382,-0.0029200035645831537,-0.011697078126811634
X184,7,121,120142,84305,15447,71,0.6689410102589565,0.01962995461792687,0.0011776515659077933,-0.01093995348809496,-0.009690261504529358,0.0010807799019681716,0.011178344980665174,0.006514671828450372,-0.002675980225813948,-0.01080309585186622
X112,11,138,566901,566901,7131,156,0.13737995304070316,-0.024374690614040833,0.0021814799749051415,0.0014266848388084005,0.0014507077740107306,-0.004788422582165794,-0.00636866580966281,-0.004372039096605684,0.002987560427726356,-0.0063931152042353894
Q490,29,153,111300,195146,192273,82,0.2821534150939554,0.0164935107551474,-0.007745392880297437,-0.005113254468366153,-0.0033685061368026368,0.003709152391319779,0.010928847374481741,0.010730012900713766,-0.0006971655422792507,-0.013184095194337603
R435,31,183,132335,144821,129147,245,0.2821534150939554,0.0164935107551474,-0.007745392880297437,-0.005113254468366153,-0.0033685061368026368,0.003709152391319779,0.010928847374481741,0.010730012900713766,-0.0006971655422792507,-0.013184095194337603
Q600,24,83,190152,183375,183375,174,0.3811864747775321,0.01517115227362668,-0.005205243739552791,-0.0038358502927055517,-0.005406175163785894,0.0032200934094790286,0.01030621915495064,0.012021462670838517,-0.001802329319806694,-0.011996955845418081
M164,6,127,74053,69957,61519,191,0.5080174810592271,0.01715855669669408,-0.002399869510845212,-0.007526585607529032,-0.007148065172386108,0.002228267749989695,0.0108181789652596,0.008770233980451765,-0.0017233270234347647,-0.011440398246950126
X400,9,122,92656,149621,104104,95,0.34709395113624686,0.014687145384217176,-0.005977380298391637,-0.004113233788294837,-0.004605869895435803,0.003375739901087862,0.010458019708248638,0.011025801444698452,-0.0007706991134140307,-0.012077701738507345
X125,8,114,31586,30153,28620,94,-0.07495046120579771,0.005339062966822603,-0.013804703348956887,-0.006432148895736935,0.00508699747254827,0.002118590690009916,0.00029490649982723483,2.2092449405700707e-05,0.005394543773504329,-0.005449466705751774
M045,4,154,865002,474802,377677,127,-0.04176272900858185,-0.01924798871630051,-0.002214608045345012,-0.00012245022570963858,0.0021368345873040775,-0.003751312606629754,-0.004781204914164322,-0.0018514707722826042,0.0025066433817032565,-0.001454532751947707
X058,9,102,76500,34776,1436,100,-0.5570294847147191,-0.005447802329818164,-0.029217966344088835,-0.001811569943427002,0.0045017986035728865,0.00020284044543341729,-0.004251672827744265,-0.00538171900547061,0.004718239801339123,-0.004969314393285355
Q041,26,153,101998,229984,215939,321,0.27254407606020914,0.006599309406988504,-0.002608676351906137,-0.00220796307949381,-0.003697066542020738,-4.659423097414308e-05,0.0017454914569229804,-0.008742316431487282,-0.0007379314459103877,-0.0016850193382329022
M485,3,157,155181,114433,108134,221,-0.6170836655662855,-0.010499024066585275,-0.020325331292109807,0.008985163233801791,0.01343664758752019,0.000898790023174659,0.0037137980018699876,-0.0008229032670931437,0.000500307060427199,-0.011709902436431023
X655,7,175,175080,262672,123140,163,-0.19639881532599243,0.0033149344407882673,-0.008044014240782158,-0.004489023465670212,0.0043272172777848806,0.004649496980263734,0.00568830668254331,-0.013411698606326582,0.0032374135986283923,0.003890029543588794
X070,9,167,162500,165123,93091,217,-0.19639881532599243,0.0033149344407882673,-0.008044014240782158,-0.004489023465670212,0.0043272172777848806,0.004649496980263734,0.00568830668254331,-0.013411698606326582,0.0032374135986283923,0.003890029543588794
X009,10,168,308752,600986,282309,186,0.20032839950499798,0.014449677501858096,-0.0016383423164580031,-0.000513922990340442,0.0017963910914175689,0.0014708804829336925,-0.0005256917721557206,-0.005332539636872086,-0.001451398188196503,0.001892999823377812
X600,7,154,71898,48834,3914,222,-0.24923794614253453,-0.002480046710238121,-0.017933025574845367,-0.0019220479437651614,0.0032137872308945973,0.002075436936883818,-0.0015185879399068904,-0.004313697987833144,0.004466517102315502,-0.0038094690491558914
K050,14,111,26370,116972,105150,159,-0.5287895182272974,-9.812530489205096e-05,-0.02390367429946421,0.0044241003300182135,0.007121638431976236,0.0006676006934912665,-0.0041423903990029315,0.001463815392392188,0.006405807691552619,-0.006220187783716549
X435,10,128,1116650,717229,394155,225,0.044490102270457486,0.004234801442379302,-0.012065869525267262,-0.00578030719730515,0.0025384924408196324,0.003814892179999853,0.000918000247234707,0.00032160263618455695,0.006009715369769835,0.0011628803969421155
Q620,28,142,55890,225092,134977,97,-0.2847631249846016,0.004327116498679288,-0.016924561493025674,-0.0031433646967155855,0.001976708354084681,0.0016251610672722082,0.002682785015668665,0.004569040353777803,0.005639758229671231,-0.0022992820753984047
X115,10,140,391201,361732,272612,176,0.15316427591746437,-0.006110612929508356,-0.0024566418478319516,-0.001262540155386939,0.005263056607322354,0.005166178458212783,0.002148772867287137,-0.0032907709388178864,0.0009477747097337272,-0.003198765803453524
M490,3,125,344878,244582,237281,132,0.23227426282001834,0.00136674432799987,-0.011188233713154392,-0.0021433401253963887,0.0010585444335340002,0.0043398443179989065,0.0018757255870180706,-0.0042047814942311815,-0.0012396426189682775,-0.0065639901495826315
X420,12,122,507289,401533,348735,57,0.23227426282001834,0.00136674432799987,-0.011188233713154392,-0.0021433401253963887,0.0010585444335340002,0.0043398443179989065,0.0018757255870180706,-0.0042047814942311815,-0.0012396426189682775,-0.0065639901495826315
Q123,27,185,64920,171005,169001,182,0.008906278818090665,0.0019631279472598494,-0.009483599847045844,0.004095901266316791,-0.007088121035165017,-0.0024660839931034614,0.015099166695584669,0.01175873092977931,0.0030799594742427446,-0.012749576780090475
Q595,28,153,742837,754681,679238,106,0.1240275006877565,-0.012719846153806658,-0.0003005709868947716,0.0013877561937322106,-0.004045806865904037,-0.00621178699581739,0.0040318379491975365,0.0012758679984028372,0.0030193182636578312,-0.003965452772984781
Q469,26,138,23271,108943,108943,71,0.23552452774137334,0.009928033311693216,-0.005419270227536015,0.00019430108148547266,-0.012162053435426076,0.0007495305175405898,0.022766944265956233,0.01913160725831154,0.0074945795537378615,-0.018312864419403378
Q721,24,137,94900,103024,103024,274,0.23552452774137334,0.009928033311693216,-0.005419270227536015,0.00019430108148547266,-0.012162053435426076,0.0007495305175405898,0.022766944265956233,0.01913160725831154,0.0074945795537378615,-0.018312864419403378
Q022,25,137,60999,123317,117200,421,0.23552452774137334,0.009928033311693216,-0.005419270227536015,0.00019430108148547266,-0.012162053435426076,0.0007495305175405898,0.022766944265956233,0.01913160725831154,0.0074945795537378615,-0.018312864419403378
Q028,24,135,106500,164288,156115,182,0.23552452774137334,0.009928033311693216,-0.005419270227536015,0.00019430108148547266,-0.012162053435426076,0.0007495305175405898,0.022766944265956233,0.01913160725831154,0.0074945795537378615,-0.018312864419403378
Q043,27,142,70740,143998,143070,130,0.23552452774137334,0.009928033311693216,-0.005419270227536015,0.00019430108148547266,-0.012162053435426076,0.0007495305175405898,0.022766944265956233,0.01913160725831154,0.0074945795537378615,-0.018312864419403378
Q007,24,137,138250,99532,92101,268,0.23552452774137334,0.009928033311693216,-0.005419270227536015,0.00019430108148547266,-0.012162053435426076,0.0007495305175405898,0.022766944265956233,0.01913160725831154,0.0074945795537378615,-0.018312864419403378
X064,9,137,103990,125604,120070,172,0.23552452774137334,0.009928033311693216,-0.005419270227536015,0.00019430108148547266,-0.012162053435426076,0.0007495305175405898,0.022766944265956233,0.01913160725831154,0.0074945795537378615,-0.018312864419403378
X470,7,154,409361,599576,550930,425,-0.002801120462443478,-0.007591246104744306,-0.0041154638391985125,0.002498156964379618,-0.0019733307632617525,0.0035460497760195758,0.008961094085885024,0.0063140897719236476,0.003892405050419791,-0.005101660439969129
X400,9,124,177477,412499,344187,436,0.30712630855821954,0.009059591760441145,-0.003983546535070782,0.00043610201987835255,-0.012143192547272403,0.0008389334151110766,0.020604936929831032,0.01822717262607187,0.006250808487532696,-0.016473784042166907
X476,10,143,182499,275191,203468,109,-0.5296610550490815,-0.005861934348601012,-0.018536008821666568,0.002825982569991304,0.004254940531279894,0.0014950292361116113,-0.005101947349502991,-0.0046607190325385125,0.0034673295729322393,-0.005185430485071649
M060,1,189,259893,204680,187734,273,0.5220913638305943,0.0211686003760592,0.005133936210260133,-0.01859869059060399,0.004860384818579679,0.010260135079766423,-0.007197762751583052,0.004899372674567536,0.003137732500846132,0.009319168570026211
K094,15,182,466664,482865,311531,194,0.5285000482915373,0.02040223898833317,0.0042398010647361414,-0.0186183805792088,-0.0004863976792095253,0.007449764131436212,-0.003820954492460923,0.0033995633026637313,0.002694685721225594,0.006859787010519688
M520,2,154,355950,354107,325791,213,0.02377234472790009,0.006611703179225098,-0.009070544385784904,-0.008401277522815467,0.006227377163568126,0.0019154154869868158,-0.00276258886034063,-8.148441008593454e-05,0.007617853730727986,-0.0019173891968283893
X405,8,158,824000,771832,459878,258,-0.009989463692730283,0.012756043217262739,-0.01450090532940397,-0.010968112261557231,0.013325833138710596,0.009628831971566188,-0.007127005147224631,0.001353929611692139,0.017527243185381215,0.003679442662388871
K458,13,152,49970,87378,73882,192,0.25617567366601396,0.01029296471614699,-0.006807023450340552,-0.00022076676098479689,-0.012842798914631713,-0.006575159876331274,0.0197775547695148,-0.024778361165604675,0.01476509825963609,0.006667563268680787
Q505,28,183,78750,63027,60371,118,0.25617567366601396,0.01029296471614699,-0.006807023450340552,-0.00022076676098479689,-0.012842798914631713,-0.006575159876331274,0.0197775547695148,-0.024778361165604675,0.01476509825963609,0.006667563268680787
X410,9,182,52560,51366,36984,124,0.25617567366601396,0.01029296471614699,-0.006807023450340552,-0.00022076676098479689,-0.012842798914631713,-0.006575159876331274,0.0197775547695148,-0.024778361165604675,0.01476509825963609,0.006667563268680787
Q202,27,151,66551,69738,53489,128,0.25617567366601396,0.01029296471614699,-0.006807023450340552,-0.00022076676098479689,-0.012842798914631713,-0.006575159876331274,0.0197775547695148,-0.024778361165604675,0.01476509825963609,0.006667563268680787
M090,6,183,58374,67674,52299,122,0.25617567366601396,0.01029296471614699,-0.006807023450340552,-0.00022076676098479689,-0.012842798914631713,-0.006575159876331274,0.0197775547695148,-0.024778361165604675,0.01476509825963609,0.006667563268680787
X147,9,153,44546,61332,50353,183,0.25617567366601396,0.01029296471614699,-0.006807023450340552,-0.00022076676098479689,-0.012842798914631713,-0.006575159876331274,0.0197775547695148,-0.024778361165604675,0.01476509825963609,0.006667563268680787
R061,31,153,52864,57168,43751,125,0.25617567366601396,0.01029296471614699,-0.006807023450340552,-0.00022076676098479689,-0.012842798914631713,-0.006575159876331274,0.0197775547695148,-0.024778361165604675,0.01476509825963609,0.006667563268680787
